Date,Close (BTC),Volume (BTC),Close (ETH),Volume (ETH),Close (USDT),Volume (USDT),Close (BNB),Volume (BNB)
2022-02-10 00:00:00+00:00,43565.11328125,32142048537,3077.482177734375,18629485080,1.0007259845733645,77334791717,415.1192321777344,2037888603
2022-02-11 00:00:00+00:00,42407.9375,26954925781,2927.383544921875,16043881065,1.000722050666809,66753002645,400.4223937988281,1714654174
2022-02-12 00:00:00+00:00,42244.46875,18152390304,2917.36279296875,11254355757,1.000601053237915,49138854287,403.3897399902344,1372516416
2022-02-13 00:00:00+00:00,42197.515625,14741589015,2883.46337890625,9054963563,1.0004559755325315,41277090178,398.88677978515625,1151509777
2022-02-14 00:00:00+00:00,42586.91796875,20827783012,2933.47900390625,12164552172,1.000512957572937,48318327792,403.6607971191406,1269083662
2022-02-15 00:00:00+00:00,44575.203125,22721659051,3179.877197265625,13921257873,1.0005849599838257,53542330209,432.4093933105469,2538883559
2022-02-16 00:00:00+00:00,43961.859375,19792547657,3127.830078125,12352406833,1.000396966934204,48729582312,427.9181213378906,1670788158
2022-02-17 00:00:00+00:00,40538.01171875,26246662813,2881.48193359375,15860206214,1.0005149841308594,59426477844,402.4500427246094,1644013199
2022-02-18 00:00:00+00:00,40030.9765625,23310007704,2785.7275390625,15748173433,1.0005589723587036,52679060916,399.5691833496094,1554511893
2022-02-19 00:00:00+00:00,40122.15625,13736557863,2763.701171875,9774183169,1.0005760192871094,37278604791,400.0435791015625,1192395484
2022-02-20 00:00:00+00:00,38431.37890625,18340576452,2628.6484375,11641437834,1.0004080533981323,45611091002,380.825927734375,1431745519
2022-02-21 00:00:00+00:00,37075.28125,29280402798,2573.816162109375,18646392740,1.0005019903182983,72043746349,356.6612548828125,2164511484
2022-02-22 00:00:00+00:00,38286.02734375,25493150450,2639.29931640625,16360200507,1.000704050064087,60539262856,374.3074645996094,2037210077
2022-02-23 00:00:00+00:00,37296.5703125,21849073843,2590.359619140625,13382637240,1.0004980564117432,54845607157,366.53948974609375,1644707704
2022-02-24 00:00:00+00:00,38332.609375,46383802093,2598.067138671875,29312342666,1.0006359815597534,107952010250,361.2346496582031,2972951900
2022-02-25 00:00:00+00:00,39214.21875,26545599159,2764.53564453125,17208902048,1.000473976135254,66025345539,374.9149475097656,1839035023
2022-02-26 00:00:00+00:00,39105.1484375,17467554129,2781.11181640625,11724648351,1.000396966934204,46708690534,373.6387634277344,1319208551
2022-02-27 00:00:00+00:00,37709.78515625,23450127612,2621.8017578125,16150857254,1.0004910230636597,57257598779,360.5310363769531,1600855952
2022-02-28 00:00:00+00:00,43193.234375,35690014104,2919.201171875,19266124733,1.0003509521484375,72330789600,395.6124267578125,1868349380
2022-03-01 00:00:00+00:00,44354.63671875,32479047645,2972.485107421875,18757425786,1.0004520416259766,75388694286,408.4822998046875,2885318336
2022-03-02 00:00:00+00:00,43924.1171875,29183112630,2950.118408203125,16636517503,1.0004669427871704,68076385283,409.0003051757813,2045870796
2022-03-03 00:00:00+00:00,42451.7890625,24967782593,2834.468994140625,13091199728,1.0000170469284058,57033279685,402.5506896972656,1598018507
2022-03-04 00:00:00+00:00,39137.60546875,28516271427,2617.156005859375,14496939024,1.0001970529556274,61900652306,374.2808837890625,1740563403
2022-03-05 00:00:00+00:00,39400.5859375,16975917450,2664.8310546875,8072368396,1.0002750158309937,39306054797,384.8733520507813,1321262776
2022-03-06 00:00:00+00:00,38419.984375,19745229902,2555.037353515625,8872976607,1.0002440214157104,43914369258,375.0111999511719,1305295273
2022-03-07 00:00:00+00:00,38062.0390625,28546143503,2497.771240234375,14594098731,1.0001230239868164,61333826920,381.3446350097656,2058321705
2022-03-08 00:00:00+00:00,38737.26953125,25776583476,2576.74755859375,13922922903,1.0002820491790771,55667916973,381.9585571289063,1684540144
2022-03-09 00:00:00+00:00,41982.92578125,32284121034,2729.783447265625,14173665398,1.0002939701080322,67017876859,393.5557556152344,2425559108
2022-03-10 00:00:00+00:00,39437.4609375,31078064711,2608.048583984375,13292477213,1.0005650520324707,65784999972,372.1590270996094,2105808203
2022-03-11 00:00:00+00:00,38794.97265625,26364890465,2559.56298828125,12382419582,1.0002000331878662,58051333936,372.1840515136719,1550840418
2022-03-12 00:00:00+00:00,38904.01171875,14616450657,2574.754150390625,6532996574,1.000080943107605,38101124958,372.7303771972656,1211417865
2022-03-13 00:00:00+00:00,37849.6640625,17300745310,2518.944580078125,8632000379,1.0001989603042605,42268710956,361.8498229980469,1242011950
2022-03-14 00:00:00+00:00,39666.75390625,24322159070,2590.696044921875,11244398839,1.0002189874649048,52613345077,373.4661560058594,1455465550
2022-03-15 00:00:00+00:00,39338.78515625,23934000868,2620.149658203125,12861105614,1.0003340244293213,52961395870,371.62884521484375,1360640456
2022-03-16 00:00:00+00:00,41143.9296875,39616916192,2772.0556640625,17915109769,1.0004349946975708,74673285342,385.5282287597656,1788844135
2022-03-17 00:00:00+00:00,40951.37890625,22009601093,2814.8544921875,12685265194,1.000499963760376,52913216462,391.8247375488281,1635657390
2022-03-18 00:00:00+00:00,41801.15625,34421564942,2945.343017578125,15830879093,1.0004830360412598,64969319781,397.6455078125,1666543771
2022-03-19 00:00:00+00:00,42190.65234375,19664853187,2946.257080078125,11576463120,1.0005099773406982,58881848497,399.8535461425781,1532550954
2022-03-20 00:00:00+00:00,41247.82421875,20127946682,2860.459228515625,12684727326,1.000427007675171,57837125338,390.7683715820313,1334193471
2022-03-21 00:00:00+00:00,41077.99609375,24615543271,2897.9765625,15206116098,1.0003470182418823,64828148834,396.4478149414063,1657341491
2022-03-22 00:00:00+00:00,42358.80859375,32004652376,2973.131103515625,16830539230,1.00033700466156,71455738693,404.31494140625,1795119554
2022-03-23 00:00:00+00:00,42892.95703125,25242943069,3031.067138671875,16008767658,1.0004090070724487,68181581345,408.6097717285156,1645651129
2022-03-24 00:00:00+00:00,43960.93359375,31042992291,3108.06201171875,18070503166,1.000599980354309,77842904360,414.1269836425781,1831451218
2022-03-25 00:00:00+00:00,44348.73046875,30574413034,3106.67138671875,17030503831,1.00040602684021,64320675570,410.8111572265625,1678265707
2022-03-26 00:00:00+00:00,44500.828125,16950455995,3143.178955078125,8876420740,1.0003609657287598,39871932342,415.9197998046875,1082240527
2022-03-27 00:00:00+00:00,46820.4921875,28160889722,3291.57763671875,13431866834,1.0003759860992432,59103680528,430.5032653808594,1499505093
2022-03-28 00:00:00+00:00,47128.00390625,36362175703,3336.634521484375,20620450770,1.0004119873046875,86217871591,430.390869140625,2128699500
2022-03-29 00:00:00+00:00,47465.73046875,31397059069,3401.98779296875,19533323636,1.0004500150680542,80447404974,434.5056762695313,1987696098
2022-03-30 00:00:00+00:00,47062.6640625,29333883962,3385.157958984375,15302506131,1.0002779960632324,79713341087,442.6848449707031,2181737151
2022-03-31 00:00:00+00:00,45538.67578125,33327427106,3281.642822265625,17685495686,1.0003039836883545,90489848043,428.9161071777344,2632534284
2022-04-01 00:00:00+00:00,46281.64453125,38162644287,3449.55224609375,20982988937,1.000357985496521,92250507858,446.6042785644531,2718206274
2022-04-02 00:00:00+00:00,45868.94921875,29336594194,3445.059326171875,23571556215,1.0003440380096436,79916606735,436.9553527832031,2272901729
2022-04-03 00:00:00+00:00,46453.56640625,25414397610,3522.83349609375,15333808649,1.0002729892730713,67183096448,450.348876953125,2128734028
2022-04-04 00:00:00+00:00,46622.67578125,32499785455,3521.2412109375,18209969743,1.0002280473709106,79820905659,447.5249328613281,2248856403
2022-04-05 00:00:00+00:00,45555.9921875,29640604055,3411.79248046875,16681503199,1.0001939535140991,71594982811,445.172607421875,2268650039
2022-04-06 00:00:00+00:00,43206.73828125,39393395788,3171.69189453125,25632563639,1.000154972076416,92098510461,420.1463623046875,2323241738
2022-04-07 00:00:00+00:00,43503.84765625,26101973106,3233.274658203125,16745496605,1.0002620220184326,61906251582,436.7967834472656,2125042415
2022-04-08 00:00:00+00:00,42287.6640625,27215995394,3192.073974609375,17557050669,1.000288009643555,64297486911,421.67724609375,1951923760
2022-04-09 00:00:00+00:00,42782.13671875,16050772496,3261.916259765625,9908112156,1.000372052192688,40069848333,427.1530456542969,1399108286
2022-04-10 00:00:00+00:00,42207.671875,17654475582,3211.866943359375,10427054790,1.00029194355011,43341611560,418.5906677246094,1410282903
2022-04-11 00:00:00+00:00,39521.90234375,33949912166,2981.05224609375,21891804831,1.0003479719161987,73914574528,394.0868835449219,2192782724
2022-04-12 00:00:00+00:00,40127.18359375,30991500854,3030.37646484375,20235707410,1.0004349946975708,68489224153,413.8739318847656,2140526232
2022-04-13 00:00:00+00:00,41166.73046875,27691105228,3118.34423828125,16088473629,1.0002750158309937,57894656914,423.1301574707031,1932053164
2022-04-14 00:00:00+00:00,39935.515625,24342001973,3019.909423828125,15821419931,1.0001269578933716,52908937427,414.6637268066406,1615484732
2022-04-15 00:00:00+00:00,40553.46484375,21756855753,3040.91650390625,11256651536,1.000239014625549,42988969647,417.2937316894531,1242920077
2022-04-16 00:00:00+00:00,40424.484375,16833150693,3062.310302734375,8766710365,1.0002959966659546,35315439111,417.47845458984375,1022481382
2022-04-17 00:00:00+00:00,39716.953125,19087633042,2993.4033203125,10463091281,1.0003139972686768,40964576376,407.3777160644531,1088306780
2022-04-18 00:00:00+00:00,40826.21484375,33705182072,3057.606689453125,18629381299,1.0002180337905884,68691204704,416.9684143066406,1925668122
2022-04-19 00:00:00+00:00,41502.75,25303206547,3104.1064453125,14156035096,1.0003429651260376,57975539645,422.3870544433594,1854452731
2022-04-20 00:00:00+00:00,41374.37890625,27819532341,3077.745849609375,15547362265,1.000201940536499,66021482830,418.354248046875,2035166767
2022-04-21 00:00:00+00:00,40527.36328125,35372786395,2987.480712890625,20783591093,1.0001569986343384,77014328066,405.0214538574219,2190281843
2022-04-22 00:00:00+00:00,39740.3203125,28011716745,2964.835693359375,16782795477,1.0002340078353882,60728483573,406.9875183105469,1895749713
2022-04-23 00:00:00+00:00,39486.73046875,16138021249,2938.114013671875,9116955609,1.0002280473709106,38357597167,401.6524658203125,1354484386
2022-04-24 00:00:00+00:00,39469.29296875,17964398167,2922.732666015625,9696829579,1.0003440380096436,39519383045,399.1053771972656,1222468479
2022-04-25 00:00:00+00:00,40458.30859375,35445730570,3009.3935546875,22332690614,1.0001449584960938,73256647805,404.3502807617188,1910707893
2022-04-26 00:00:00+00:00,38117.4609375,34569088416,2808.29833984375,19052045399,1.000072956085205,69068297656,385.4830627441406,1671963898
2022-04-27 00:00:00+00:00,39241.12109375,30981015184,2888.9296875,17419284041,1.0001529455184937,61043327313,391.4458312988281,1512587369
2022-04-28 00:00:00+00:00,39773.828125,33903704907,2936.94091796875,18443524633,1.0001909732818604,68392086439,406.71820068359375,2116381172
2022-04-29 00:00:00+00:00,38609.82421875,30882994649,2815.601806640625,18771041399,1.0000200271606443,67899674445,393.0621643066406,1928209754
2022-04-30 00:00:00+00:00,37714.875,23895713731,2730.186767578125,13520941867,1.000154972076416,57266339850,377.767822265625,1467605770
2022-05-01 00:00:00+00:00,38469.09375,27002760110,2827.756103515625,15332730152,1.000113010406494,61420362842,390.281982421875,1553846706
2022-05-02 00:00:00+00:00,38529.328125,32922642426,2857.410400390625,18609741545,0.9999549984931946,63751566652,389.670654296875,1388077917
2022-05-03 00:00:00+00:00,37750.453125,27326943244,2783.476318359375,13026093219,1.0000449419021606,52924035065,383.4757995605469,1295877765
2022-05-04 00:00:00+00:00,39698.37109375,36754404490,2940.644775390625,18186749944,1.0000380277633667,72222517203,402.5026550292969,1714496792
2022-05-05 00:00:00+00:00,36575.140625,43106256317,2749.213134765625,22642925048,0.9999880194664,85679638685,378.7736206054688,2389487319
2022-05-06 00:00:00+00:00,36040.921875,37795577489,2694.979736328125,21027599270,0.9999819993972778,81327879764,379.3042907714844,1834770716
2022-05-07 00:00:00+00:00,35501.953125,24375896406,2636.093017578125,13369276367,0.9999210238456726,57202594793,365.6841125488281,1527960119
2022-05-08 00:00:00+00:00,34059.265625,36763041910,2517.4599609375,20802269935,0.9998540282249452,77900163502,355.39874267578125,1875845651
2022-05-09 00:00:00+00:00,30296.953125,63355494961,2245.430419921875,36333567678,0.999908983707428,120710294040,299.34893798828125,2943374129
2022-05-10 00:00:00+00:00,31022.90625,59811038817,2343.510986328125,38202099639,0.9997910261154176,128692083965,319.32696533203125,3210603809
2022-05-11 00:00:00+00:00,28936.35546875,70388855818,2072.108642578125,45743399154,0.9958720207214355,159700404396,269.9627685546875,3870618668
2022-05-12 00:00:00+00:00,29047.751953125,66989173272,1961.7015380859373,42463486402,0.99760901927948,141052751792,269.4072570800781,4739990237
2022-05-13 00:00:00+00:00,29283.103515625,42841124537,2014.418212890625,24816096567,0.9982389807701112,87009885196,290.5841979980469,2774121165
2022-05-14 00:00:00+00:00,30101.265625,28579868620,2056.27392578125,15457044616,0.9987800121307372,60781876668,297.3876037597656,1884570404
2022-05-15 00:00:00+00:00,31305.11328125,25835372065,2145.706787109375,14846088335,0.9990689754486084,53979914930,312.0077209472656,1611088257
2022-05-16 00:00:00+00:00,29862.91796875,32613897286,2022.7259521484373,21459552191,0.998778998851776,62504490441,297.7101135253906,1754184298
2022-05-17 00:00:00+00:00,30425.857421875,29101473475,2090.4091796875,18509929297,0.9989089965820312,55745978864,305.96343994140625,1584497815
2022-05-18 00:00:00+00:00,28720.271484375,31285268319,1916.6561279296875,17740965589,0.9988020062446594,56067250693,287.43878173828125,1520090732
2022-05-19 00:00:00+00:00,30314.333984375,33773447707,2018.336181640625,18734247914,0.9989709854125975,59651836770,306.79156494140625,1646882950
2022-05-20 00:00:00+00:00,29200.740234375,30749382605,1961.315673828125,15892482289,0.9988179802894592,54960961209,302.3592224121094,1756670714
2022-05-21 00:00:00+00:00,29432.2265625,17274840442,1974.518310546875,8546822406,0.9987930059432985,34924240134,312.4660339355469,1318736979
2022-05-22 00:00:00+00:00,30323.72265625,21631532270,2043.170166015625,10941123403,0.9990659952163696,40965864100,319.6090087890625,1604297406
2022-05-23 00:00:00+00:00,29098.91015625,31483454557,1972.181884765625,16434529708,0.9990879893302916,58585612765,316.76055908203125,2228144099
2022-05-24 00:00:00+00:00,29655.5859375,26616506245,1978.9827880859373,13057109007,0.9991070032119752,51053417289,328.1893310546875,2002782969
2022-05-25 00:00:00+00:00,29562.361328125,27525063551,1944.827880859375,13364545730,0.9989759922027588,50311844127,325.7348022460937,2008481372
2022-05-26 00:00:00+00:00,29267.224609375,36774325352,1803.913330078125,23458681818,0.9989070296287536,67771285444,304.96392822265625,2686414043
2022-05-27 00:00:00+00:00,28627.57421875,36582005748,1724.9228515625,25470760032,0.9988629817962646,67961870830,300.9720458984375,2593113824
2022-05-28 00:00:00+00:00,28814.900390625,35519577634,1757.9417724609375,23214777872,0.9990019798278807,37159842905,307.8154296875,1471633413
2022-05-29 00:00:00+00:00,29445.95703125,18093886409,1812.031005859375,10642556101,0.9991779923439026,34572061153,305.9750671386719,1208835000
2022-05-30 00:00:00+00:00,31726.390625,39277993274,1996.4412841796875,19580808705,0.9993759989738464,65155466235,321.7528991699219,2064357375
2022-05-31 00:00:00+00:00,31792.310546875,33538210634,1942.3280029296875,18363115560,0.9993879795074464,62841794272,320.485107421875,1711532960
2022-06-01 00:00:00+00:00,29799.080078125,41135817341,1823.5693359375,21037797760,0.9992600083351136,68866735590,300.5040588378906,1763624947
2022-06-02 00:00:00+00:00,30467.48828125,29083562061,1834.1505126953125,17065041354,0.9993169903755188,50520845556,308.1017761230469,1228180850
2022-06-03 00:00:00+00:00,29704.390625,26175547452,1775.07861328125,14878001811,0.9991700053215028,43789145735,298.3978881835937,1115211127
2022-06-04 00:00:00+00:00,29832.9140625,16588370958,1801.6094970703125,8677951273,0.9993129968643188,30834183068,301.6311340332031,805954970
2022-06-05 00:00:00+00:00,29906.662109375,17264085441,1805.2049560546875,8850385937,0.999296009540558,30872185296,298.9347229003906,779603321
2022-06-06 00:00:00+00:00,31370.671875,31947336829,1859.2896728515625,16518471852,0.9993109703063964,51540243030,295.3960266113281,1470941103
2022-06-07 00:00:00+00:00,31155.478515625,40770974039,1814.04833984375,24020076750,0.9994140267372132,67008901675,290.34112548828125,1752763456
2022-06-08 00:00:00+00:00,30214.35546875,30242059107,1793.572265625,18041476023,0.9992619752883912,52176620958,288.6160888671875,1136631692
2022-06-09 00:00:00+00:00,30111.998046875,21692004719,1789.8260498046875,12013083393,0.99931401014328,42359067750,289.9196472167969,800984464
2022-06-10 00:00:00+00:00,29083.8046875,29867476527,1665.042236328125,18504740451,0.999180018901825,49685289881,286.04669189453125,1362797648
2022-06-11 00:00:00+00:00,28360.810546875,27246574439,1529.6634521484375,21127089064,0.9990249872207642,48736816876,269.48699951171875,1220361307
2022-06-12 00:00:00+00:00,26762.6484375,34163220274,1445.216552734375,23465074882,0.9990800023078918,59051274983,255.9508819580078,1380200465
2022-06-13 00:00:00+00:00,22487.388671875,68204556440,1204.582763671875,45162788786,0.9985939860343932,107410569162,222.5057830810547,2471570710
2022-06-14 00:00:00+00:00,22206.79296875,50913575242,1211.662841796875,33327826525,0.9989539980888368,81024425505,223.22125244140625,2027226914
2022-06-15 00:00:00+00:00,22572.83984375,54912007015,1233.2064208984375,37539999450,0.9989420175552368,89017006423,233.39671325683597,2244407305
2022-06-16 00:00:00+00:00,20381.650390625,31183975654,1067.730712890625,18907671369,0.9989299774169922,52400892767,209.5387420654297,1483212957
2022-06-17 00:00:00+00:00,20471.482421875,27132421514,1086.519287109375,14591486540,0.9990360140800476,43836219287,215.8917999267578,1108538874
2022-06-18 00:00:00+00:00,19017.642578125,42009436760,993.6367797851562,21655406608,0.9986670017242432,61973128141,197.04299926757807,1579731402
2022-06-19 00:00:00+00:00,20553.271484375,35329942625,1127.656494140625,21795481981,0.99896901845932,55603476684,214.9205322265625,1333254615
2022-06-20 00:00:00+00:00,20599.537109375,30818458597,1127.6424560546875,19739691429,0.9989569783210754,52157987688,216.93426513671875,1235838900
2022-06-21 00:00:00+00:00,20710.59765625,28970212744,1124.8245849609375,15632089439,0.999094009399414,50165859626,219.4986267089844,1165714518
2022-06-22 00:00:00+00:00,19987.029296875,28574793478,1051.421875,15010593493,0.9990950226783752,46130025676,214.2619171142578,1050984086
2022-06-23 00:00:00+00:00,21085.876953125,26188097173,1143.38671875,14657862919,0.9992799758911132,43198538082,228.9537506103516,1148541185
2022-06-24 00:00:00+00:00,21231.65625,24957784918,1226.8447265625,16981552654,0.9993249773979188,46919267632,240.23831176757807,1127877901
2022-06-25 00:00:00+00:00,21502.337890625,18372538715,1243.4468994140625,12481946184,0.9995480179786682,36390241725,239.69065856933597,915553554
2022-06-26 00:00:00+00:00,21027.294921875,18027170497,1199.8316650390625,12096607824,0.9993979930877686,37228683270,233.85874938964844,823875890
2022-06-27 00:00:00+00:00,20735.478515625,20965695707,1193.6806640625,12492225250,0.9990919828414916,39296953700,233.65402221679688,841135242
2022-06-28 00:00:00+00:00,20280.634765625,21381535161,1144.5792236328125,14023205651,0.9988319873809814,40773930242,226.9273376464844,1082126615
2022-06-29 00:00:00+00:00,20104.0234375,23552740328,1098.94384765625,15386286815,0.9988840222358704,44380636377,219.2844696044922,1062609997
2022-06-30 00:00:00+00:00,19784.7265625,26267239923,1067.298828125,16350755497,0.9988189935684204,45578518327,219.3000946044922,1088852065
2022-07-01 00:00:00+00:00,19269.3671875,30767551159,1059.767333984375,17499453625,0.9988669753074646,49683415220,216.0154571533203,1234215934
2022-07-02 00:00:00+00:00,19242.255859375,18100418740,1066.5128173828125,9935603640,0.998960018157959,31666712588,218.0352325439453,767361243
2022-07-03 00:00:00+00:00,19297.076171875,16390821947,1073.7669677734375,8557248150,0.9990779757499696,27890770459,218.98031616210935,724525676
2022-07-04 00:00:00+00:00,20231.26171875,21594638208,1151.05908203125,13670889311,0.9991090297698976,37816157114,231.5741271972656,1039372640
2022-07-05 00:00:00+00:00,20190.115234375,26715546990,1134.541015625,16195518291,0.9990919828414916,46794873591,230.8463592529297,1310031377
2022-07-06 00:00:00+00:00,20548.24609375,24598943708,1186.9739990234375,15373536703,0.999098002910614,41932894214,238.49993896484372,1266715664
2022-07-07 00:00:00+00:00,21637.587890625,25814972520,1237.5933837890625,14230795894,0.9994459748268129,41395542117,241.5445098876953,1108137930
2022-07-08 00:00:00+00:00,21731.1171875,49899834488,1222.5062255859375,16315929082,0.9994180202484132,64720676603,240.75071716308597,1341618380
2022-07-09 00:00:00+00:00,21592.20703125,29641127858,1216.978271484375,8821353104,0.999538004398346,38957001478,243.24107360839844,851653424
2022-07-10 00:00:00+00:00,20860.44921875,28688807249,1168.401611328125,10984558039,0.999464988708496,40170710077,234.65557861328125,881096013
2022-07-11 00:00:00+00:00,19970.556640625,24150249025,1097.236572265625,12064180410,0.9992250204086304,38726869251,225.85850524902344,1021066311
2022-07-12 00:00:00+00:00,19323.9140625,25810220018,1038.191650390625,12583282453,0.9993429780006408,40368791506,220.4645538330078,1140033692
2022-07-13 00:00:00+00:00,20212.07421875,33042430345,1113.587158203125,18302588147,0.9993839859962464,51757860849,230.52476501464844,1431776142
2022-07-14 00:00:00+00:00,20569.919921875,31158743333,1191.5262451171875,16688640823,0.9994069933891296,49222660233,238.1644744873047,1609361574
2022-07-15 00:00:00+00:00,20836.328125,25905575359,1233.129150390625,17411448225,0.999705970287323,45982487607,238.5739898681641,1151260376
2022-07-16 00:00:00+00:00,21190.31640625,24302954056,1352.62646484375,18364013796,0.9997739791870116,44126749597,249.5938720703125,1030985968
2022-07-17 00:00:00+00:00,20779.34375,22927802083,1338.6357421875,16079711737,0.9997339844703674,42189248625,247.84848022460935,1050861669
2022-07-18 00:00:00+00:00,22485.689453125,39974475562,1578.7178955078125,27440420623,0.9997770190238952,70390606911,264.88604736328125,1632324536
2022-07-19 00:00:00+00:00,23389.43359375,48765202697,1542.9752197265625,27753529276,1.0000920295715332,77160548741,268.8173217773437,1925805446
2022-07-20 00:00:00+00:00,23231.732421875,42932549127,1520.20068359375,22942708340,1.000067949295044,68306872702,258.3388061523437,1675018362
2022-07-21 00:00:00+00:00,23164.62890625,33631012204,1576.74951171875,20009556587,1.0000799894332886,55292189306,265.4625549316406,1220055525
2022-07-22 00:00:00+00:00,22714.978515625,31421555646,1537.4051513671875,18926100582,1.000051975250244,51645071119,262.87744140625,1173778496
2022-07-23 00:00:00+00:00,22465.478515625,24021799169,1549.2974853515625,14998811383,1.0000360012054443,43014917183,259.4630126953125,1108172504
2022-07-24 00:00:00+00:00,22609.1640625,23565495303,1599.4766845703125,17217849557,1.000035047531128,41955275140,261.8648681640625,913146574
2022-07-25 00:00:00+00:00,21361.701171875,35574561406,1445.3834228515625,20585056021,1.0000619888305664,56307512994,245.14849853515625,1005244476
2022-07-26 00:00:00+00:00,21239.75390625,28624673855,1441.8067626953125,18238563509,1.000046968460083,48266723630,248.9583740234375,926779355
2022-07-27 00:00:00+00:00,22930.548828125,31758955233,1636.232666015625,23007524016,1.0002739429473877,60104591185,271.5043640136719,1405510237
2022-07-28 00:00:00+00:00,23843.88671875,40212386158,1725.4681396484375,27231399966,1.0002000331878662,75754591120,277.2939147949219,1648592412
2022-07-29 00:00:00+00:00,23804.6328125,35887249746,1727.406982421875,23249531113,1.000311017036438,72013108986,293.9533386230469,2562325488
2022-07-30 00:00:00+00:00,23656.20703125,28148218301,1695.969482421875,15576977870,1.000288963317871,57489826931,287.5361328125,1578905327
2022-07-31 00:00:00+00:00,23336.896484375,23553591896,1681.517333984375,14200735370,1.0003279447555542,52267348020,283.5794677734375,1313531523
2022-08-01 00:00:00+00:00,23314.19921875,25849159141,1635.19580078125,16191371176,1.0002039670944214,50882756969,283.5394897460937,1314157614
2022-08-02 00:00:00+00:00,22978.1171875,28389250717,1632.9454345703125,20426082309,1.0001590251922607,54793315279,283.82098388671875,1768344106
2022-08-03 00:00:00+00:00,22846.5078125,26288169966,1618.87451171875,16786218830,1.0002039670944214,47717439471,298.3567810058594,2133584480
2022-08-04 00:00:00+00:00,22630.95703125,25120229769,1608.205810546875,14467440626,1.000133037567139,44526180493,310.7060546875,1926587001
2022-08-05 00:00:00+00:00,23289.314453125,28881249043,1732.254638671875,18546491876,1.000041961669922,49723473321,315.185546875,1585061398
2022-08-06 00:00:00+00:00,22961.279296875,15978259885,1691.6580810546875,11757911705,1.0001250505447388,32961917502,315.06890869140625,1151509385
2022-08-07 00:00:00+00:00,23175.890625,15886817043,1699.350830078125,10252090340,1.0001440048217771,29901528651,322.921142578125,1012978419
